PREÇO|QUARTOS|TAMANHO|CONDOMÍNIO|ESTACIONAMENTO|BAIRRO
R$ 50.000|3 quartos | | | 2 vagas|Olaria
R$ 50.000|2 quartos | | | 1 vaga|Nacional
R$ 70.000|2 quartos | 0m² | | 1 vaga|Três Marias
R$ 160.000|2 quartos | 60m² |R$ 147 | 2 vagas|Novo Horizonte
R$ 80.000|2 quartos | | | 1 vaga|Pantanal
R$ 245.000|1 quarto | 300m² | | 2 vagas|Embratel
R$ 245.000|3 quartos | 104m² |R$ 0 | 2 vagas|Rio Madeira
R$ 340.000|3 quartos | 89m² |R$ 0 | 2 vagas|Santa Bárbara
R$ 540.000|3 quartos | 107m² |R$ 730 | 2 vagas|Olaria
R$ 165.000|2 quartos | 200m² | | 2 vagas|Floresta
R$ 290.000|3 quartos | 180m² |R$ 0 | 2 vagas|Rio Madeira
R$ 260.000|4 quartos | 200m² | | 2 vagas|Cohab
R$ 247.000|2 quartos | 104m² |R$ 0 | 2 vagas|Flodoaldo Pontes Pinto
R$ 545.000|3 quartos | 130m² |R$ 0 | 2 vagas|Rio Madeira
R$ 280.000|3 quartos | 180m² | | 2 vagas|São João Bosco
R$ 1.250.000|4 quartos | 300m² |R$ 400 | 4 vagas|Cidade Jardim
R$ 670.000|2 quartos | 97m² |R$ 630 | 2 vagas|Nova Porto Velho
R$ 340.000|3 quartos | 70m² |R$ 450 | 2 vagas|Aponiã
R$ 180.000|2 quartos | | | 1 vaga|Lagoinha
R$ 90.000|3 quartos | 0m² |R$ 0 | 2 vagas|Nova Esperança
R$ 600.000|3 quartos | 130m² |R$ 1.100 | 2 vagas|Rio Madeira
R$ 50.000|2 quartos | 100m² |R$ 1 | 1 vaga|Três Marias
R$ 390.000|5 ou mais quartos | 600m² |R$ 10 | 5 ou mais vagas|Areal
R$ 0|2 quartos | |R$ 0 | 1 vaga|Cohab
R$ 700.000|4 quartos | 0m² | | 3 vagas|Rio Madeira
R$ 50.000|1 quarto | 3m² | | 1 vaga|Socialista
R$ 300.000|3 quartos | 201m² | | 4 vagas|Eldorado
R$ 440.000|3 quartos | 162m² | | 2 vagas|Nova Porto Velho
R$ 20.000|2 quartos| | | |Planalto
R$ 460.000|2 quartos | | | 3 vagas|Lagoinha
R$ 72.000|2 quartos | 0m² |R$ 0 | 1 vaga|Igarapé
R$ 670.000|5 ou mais quartos | 425m² | | 5 ou mais vagas|Agenor de Carvalho
R$ 470.000|3 quartos | 292m² | | 3 vagas|Flodoaldo Pontes Pinto
R$ 125.000|1 quarto | 10000m² |R$ 100| |São João Bosco
R$ 95.000|3 quartos | 0m² |R$ 0| |Ulisses Guimarães
R$ 165.000|3 quartos | 80m² | | 1 vaga|Nova Floresta
R$ 50.000|3 quartos | 120m²| | |Marcos Freire
R$ 1.500.000|3 quartos | 250m² |R$ 360 | 2 vagas|Nova Esperança
R$ 585.000|3 quartos | 107m² |R$ 780 | 2 vagas|Olaria
R$ 83.000|2 quartos | 1m² | | 2 vagas|Maringá
R$ 60.000|2 quartos | | | 2 vagas|Lagoa
R$ 1.100.000|3 quartos | 212m² |R$ 450 | 2 vagas|Cidade Jardim
R$ 368.000|2 quartos | 89m² | | 1 vaga|Flodoaldo Pontes Pinto
R$ 890.000|3 quartos | 158m² |R$ 344 | 4 vagas|Rio Madeira
R$ 70|2 quartos | 10027m² | | 4 vagas|Pedrinhas
R$ 390.000|3 quartos | 300m² | | 4 vagas|Flodoaldo Pontes Pinto
R$ 280.000|3 quartos | 120m² |R$ 300 | 2 vagas|Floresta
R$ 70.000|2 quartos | 95m² |R$ 10 | 2 vagas|Olaria
R$ 1.000.000|3 quartos | 161m² |R$ 300 | 2 vagas|Aponiã
R$ 160.000|3 quartos | 164m² | | 3 vagas|São Francisco
R$ 350.000|3 quartos | 74m² |R$ 500 | 1 vaga|Rio Madeira
R$ 50.000|2 quartos | 36m² | | 2 vagas|São Francisco
R$ 50.000|2 quartos| | | |Nova Esperança
R$ 350.000|3 quartos | 89m² | | 1 vaga|Rio Madeira
R$ 750.000|3 quartos | 300m² | | 3 vagas|Agenor de Carvalho
R$ 450.000|3 quartos | 129m² |R$ 1.088 | 2 vagas|Pedrinhas
R$ 3.800|5 ou mais quartos | | | 4 vagas|Rio Madeira
R$ 650.000|3 quartos | 384m² |R$ 460 | 3 vagas|Nova Esperança
R$ 114.000|2 quartos | 0m² | | 4 vagas|Esperança da Comunidade
R$ 700.000|3 quartos | 0m² | | 2 vagas|Nova Esperança
R$ 40.000|1 quarto| | | |Juscelino Kubitschek
R$ 280.000|3 quartos | 324m² | | 4 vagas|Esperança da Comunidade
R$ 520.000|3 quartos | 210m² |R$ 0 | 3 vagas|Flodoaldo Pontes Pinto
R$ 495.000|3 quartos | | | 4 vagas|São Cristóvão
R$ 2.500.000|4 quartos | 320m² |R$ 720 | 2 vagas|Rio Madeira
R$ 86.000|3 quartos | 120m²| | |Castanheira
R$ 550.000|3 quartos | 450m² |R$ 0 | 4 vagas|Aponiã
R$ 900.000|5 ou mais quartos | 464m² |R$ 900| |Panair
R$ 850.000|3 quartos | | | 2 vagas|Triângulo
R$ 400.000|3 quartos | 74m² |R$ 540 | 1 vaga|Rio Madeira
R$ 0|3 quartos | 0m² |R$ 0 | 2 vagas|Lagoa
R$ 360.000|3 quartos | 67m² |R$ 200 | 2 vagas|Planalto
R$ 135.000|3 quartos | 555555m² |R$ 55.555.555 | 2 vagas|Cidade Nova
R$ 298.000|3 quartos | 120m² |R$ 162 | 2 vagas|Novo Horizonte
R$ 45.000|2 quartos | 240m² |R$ 0| |Cohab
R$ 218.000|3 quartos | 65m² |R$ 200 | 2 vagas|Bairro Novo
R$ 300.000|3 quartos | 360m² | | 3 vagas|Baixa União
R$ 28.000|2 quartos| | | |Planalto
R$ 75.000|2 quartos | | | 2 vagas|Marcos Freire
R$ 160.000|4 quartos | 120m² |R$ 0 | 3 vagas|Três Marias
R$ 170.000|2 quartos | 50m² | | 1 vaga|Conceição
R$ 15.000|1 quarto| | | |Floresta
R$ 1.100|3 quartos| | | |Pantanal
R$ 75.000|2 quartos | 100m² | | 3 vagas|Tucumanzal
R$ 780.000| |195m² | | 3 vagas|Flodoaldo Pontes Pinto
R$ 1.100.000|3 quartos | 300m² |R$ 1.900 | 3 vagas|Pedrinhas
R$ 281.468|2 quartos | 70m² |R$ 0 | 1 vaga|Lagoinha
R$ 267.992|2 quartos | 70m² |R$ 0 | 1 vaga|Lagoinha
R$ 185.000|2 quartos | 300m²| | |Agenor de Carvalho
R$ 310.000|3 quartos | 110m² |R$ 350 | 2 vagas|Rio Madeira
R$ 25.000|2 quartos | | | 1 vaga|Caladinho
R$ 10.000|2 quartos | | | 1 vaga|Jardim Santana
R$ 22.000|1 quarto| | | |Planalto
R$ 300.000|5 ou mais quartos | 0m² | | 2 vagas|Conceição
R$ 350.000|3 quartos | 190m² | | 2 vagas|Aponiã
R$ 60.000|2 quartos | 104m² | | 2 vagas|Teixeirão
R$ 42.000|3 quartos| | | |Castanheira
R$ 200.000|3 quartos | 72m² |R$ 158 | 1 vaga|Novo Horizonte
R$ 1.100.000|3 quartos | 244m² |R$ 900 | 3 vagas|Pedrinhas
R$ 650.000|4 quartos | 450m² |R$ 0| |Rio Madeira
R$ 55.000|3 quartos| | | |Socialista
R$ 699.000|3 quartos | 300m² | | 3 vagas|Flodoaldo Pontes Pinto
R$ 35.000|2 quartos | 74m² | | 4 vagas|Aponiã
R$ 300.000|5 ou mais quartos | 680m² | | 3 vagas|Jardim Santana
R$ 225|3 quartos | |R$ 340 | 1 vaga|Rio Madeira
R$ 180.000|2 quartos | | | 1 vaga|Tucumanzal
R$ 75.000|2 quartos | 32m² |R$ 0 | 5 ou mais vagas|Centro
R$ 139.000|2 quartos | | | 1 vaga|Aeroclube
R$ 100.000|3 quartos | 120m² | | 1 vaga|Aeroclube
R$ 135.000|3 quartos | 600m² | | 5 ou mais vagas|Aeroclube
R$ 70.000|2 quartos | 0m²| | |Nova Esperança
R$ 320.000|3 quartos | 0m² |R$ 0 | 3 vagas|Embratel
R$ 250.000|3 quartos | 0m² |R$ 0 | 3 vagas|Floresta
R$ 220.000|3 quartos | 0m² |R$ 0 | 3 vagas|Jardim Santana
R$ 200.000|3 quartos | 0m² | | 3 vagas|Castanheira
R$ 12.000|2 quartos| | | |Socialista
R$ 0|3 quartos | 206m² | | 3 vagas|Centro
R$ 30.000|2 quartos | | | 2 vagas|Eletronorte
R$ 480.000|3 quartos | 0m² | | 2 vagas|Pedrinhas
R$ 100.000|4 quartos | | | 1 vaga|Centro
R$ 180.000|2 quartos | 0m²| | |Três Marias
R$ 48.000|3 quartos | 300m² |R$ 0 | 5 ou mais vagas|Marcos Freire
R$ 1.600.000|4 quartos | 416m² |R$ 800 | 2 vagas|Nova Esperança
R$ 560.000|3 quartos | 180m² | | 4 vagas|Eldorado
R$ 267.992|2 quartos | 67m² |R$ 0 | 1 vaga|Lagoinha
R$ 372.278|3 quartos | 94m² |R$ 0 | 1 vaga|Lagoinha
R$ 267.992|2 quartos | 67m² |R$ 0 | 1 vaga|Lagoinha
R$ 430.000|3 quartos | 84m² |R$ 450| |Lagoa
R$ 300.000|3 quartos | 154m² |R$ 230 | 4 vagas|Areia Branca
R$ 580.000|3 quartos | 83m² |R$ 450 | 2 vagas|Lagoa
R$ 320.000|2 quartos | |R$ 200 | 2 vagas|Teixeirão
R$ 650.000|3 quartos | 125m² |R$ 350 | 2 vagas|Industrial
R$ 23.000|1 quarto| | | |Planalto
R$ 170.000|3 quartos| | | |Mariana
R$ 50.000|2 quartos | 264m² | | 3 vagas|Nova Porto Velho
R$ 21.000|1 quarto| | | |Socialista
R$ 20.000|2 quartos | |R$ 55| |Flodoaldo Pontes Pinto
R$ 85.000|4 quartos| | | |Jardim Santana
R$ 250.000|5 ou mais quartos | 360m² |R$ 0 | 3 vagas|Cohab
R$ 170.000|3 quartos | 0m²| | |Esperança da Comunidade
R$ 550.000|3 quartos | 120m² | | 2 vagas|Industrial
R$ 90.000|2 quartos| | | |Marcos Freire
R$ 270.000| | | | |São Francisco
R$ 90.000|3 quartos | 320m² | | 3 vagas|Mariana
R$ 220.000|3 quartos | 60m² |R$ 0 | 2 vagas|Centro
R$ 700.000|3 quartos | 167m² |R$ 800 | 2 vagas|Olaria
R$ 420.000|3 quartos | 251m² | | 2 vagas|Nova Floresta
R$ 650.000|5 ou mais quartos | 300m² | | 3 vagas|Cuniã
R$ 120.000|2 quartos | 300m² | | 2 vagas|Lagoinha
R$ 28.000|2 quartos | 258m² |R$ 60 | 1 vaga|Centro
R$ 230.000|2 quartos | | | 2 vagas|Centro
R$ 390.000|3 quartos | 300m²| | |Lagoinha
R$ 1.200.000|2 quartos | 158m² | | 4 vagas|Pedrinhas
R$ 100|4 quartos | |R$ 100 | 3 vagas|Conceição
R$ 310.000|3 quartos | 70m² |R$ 390 | 2 vagas|Cohab
R$ 550.000|3 quartos | 96m² |R$ 500 | 2 vagas|Industrial
R$ 450.000|3 quartos | 2000m² |R$ 736 | 1 vaga|Agenor de Carvalho
R$ 140.000|2 quartos | 27400m² | | 3 vagas|Tucumanzal
R$ 110.000|3 quartos | | | 1 vaga|Mariana
R$ 110.000|2 quartos | |R$ 0 | 1 vaga|Nova Floresta
R$ 70.000|1 quarto | 440m² | | 2 vagas|Cidade Nova
R$ 320.000|2 quartos | 119m² |R$ 0 | 1 vaga|Industrial
R$ 160.000|3 quartos | 380m² | | 1 vaga|Cuniã
R$ 400.000| |0m²| | |Roque
R$ 350.000|3 quartos | 0m² | | 3 vagas|Nova Floresta
R$ 500.000|3 quartos | 450m² | | 3 vagas|Rio Madeira
R$ 215.000|2 quartos | 66m² |R$ 200 | 1 vaga|Industrial
R$ 450.000|3 quartos | 74m² |R$ 450 | 2 vagas|Rio Madeira
R$ 850.000|3 quartos | 159m² |R$ 380 | 2 vagas|Aponiã
R$ 35.000|2 quartos | 0m² |R$ 35.000 | 1 vaga|Aeroclube
R$ 270.000|2 quartos | 0m² | | 3 vagas|Cohab
R$ 110.000|3 quartos | 250m² | | 4 vagas|Castanheira
R$ 110.000|3 quartos | 250m² | | 4 vagas|Castanheira
R$ 490.000|4 quartos | 218m² | | 2 vagas|KM 1
R$ 45.000|2 quartos | |R$ 125| |Socialista
R$ 30.000|2 quartos| | | |Aeroclube
R$ 35.000| |0m² |R$ 0| |Ulisses Guimarães
R$ 130.000|3 quartos| | | |Juscelino Kubitschek
R$ 100.000|2 quartos | | | 1 vaga|Castanheira
R$ 450.000|3 quartos | 84m² | | 2 vagas|Pedrinhas
R$ 100.000|1 quarto | 300m² | | 2 vagas|Esperança da Comunidade
R$ 85.000|2 quartos| | | |Igarapé
R$ 290.000|2 quartos | 122m² | | 2 vagas|Rio Madeira
R$ 1.500.000| |495m² | | 3 vagas|Lagoa
R$ 350.000|3 quartos | | | 5 ou mais vagas|Aponiã
R$ 5.000|2 quartos | | | 1 vaga|São João Bosco
R$ 40.000|2 quartos| | | |Panair
R$ 450.000|3 quartos | | | 2 vagas|Nova Porto Velho
R$ 75.000|1 quarto | 300000m² |R$ 0 | 3 vagas|São Francisco
R$ 165.000|2 quartos | 46m² |R$ 155 | 1 vaga|Aeroclube
R$ 135.000|2 quartos | 370m² |R$ 0| |Aponiã
R$ 145.000|4 quartos | | | 5 ou mais vagas|Flodoaldo Pontes Pinto
R$ 150.000|3 quartos | 250m² | | 2 vagas|Cidade Nova
R$ 100.000|1 quarto | 1059m² |R$ 0 | 1 vaga|Eldorado
R$ 100.000|2 quartos | | | 2 vagas|Cidade Nova
R$ 150.000|2 quartos | 300m² | | 1 vaga|Aeroclube
R$ 28.000|1 quarto | | | 1 vaga|Socialista
R$ 110.000|2 quartos| | | |Castanheira
R$ 25.000|2 quartos | 100m² |R$ 0| |Eldorado
R$ 530.000|3 quartos | | | 2 vagas|Aponiã
R$ 390.000|2 quartos | | | 1 vaga|Cidade Nova
R$ 23.000|2 quartos| | | |Socialista
R$ 36.000|2 quartos | 121111m² |R$ 1.111 | 1 vaga|Aponiã
R$ 170.000|3 quartos | 11111m² |R$ 0 | 1 vaga|Eldorado
R$ 700.000|3 quartos| | | |Embratel
R$ 270.000|5 ou mais quartos | 600m² | | 5 ou mais vagas|Tucumanzal
R$ 500.000|3 quartos | 0m² |R$ 0 | 3 vagas|Agenor de Carvalho
R$ 400.000|3 quartos | 0m² | | 3 vagas|Castanheira
R$ 300.000|3 quartos | | | 3 vagas|Agenor de Carvalho
R$ 900.000|2 quartos | 143m² |R$ 800 | 2 vagas|Embratel
R$ 120.000|2 quartos | 88m² | | 3 vagas|Caladinho
R$ 400.000|3 quartos | 0m² | | 2 vagas|Agenor de Carvalho
R$ 750.000|5 ou mais quartos | 573081m² | | 3 vagas|Liberdade
R$ 50.000|2 quartos| | | |Jardim Santana
R$ 600.000|3 quartos | 130m² |R$ 1.100 | 2 vagas|Rio Madeira
R$ 350.000|2 quartos | |R$ 330 | 3 vagas|Novo Horizonte
R$ 315.000|3 quartos | 86m² |R$ 500 | 2 vagas|Rio Madeira
R$ 70.000|2 quartos | 56m²| | |São Francisco
R$ 1.750.000|3 quartos | 600m² | | 2 vagas|Olaria
R$ 40.000|1 quarto | 150m² |R$ 0 | 1 vaga|Socialista
R$ 580.000|2 quartos | 234m² | | 2 vagas|Liberdade
R$ 185.000|2 quartos | 250m² | | 3 vagas|Flodoaldo Pontes Pinto
R$ 30.000|1 quarto| | | |Socialista
R$ 60.000|2 quartos | 6m² |R$ 80| |Esperança da Comunidade
R$ 50.000|2 quartos | 300m²| | |Nova Esperança
R$ 70.000|1 quarto| | | |Marcos Freire
R$ 150.000|2 quartos| | | |Juscelino Kubitschek
R$ 40.000|2 quartos | | | 1 vaga|Jardim Santana
R$ 298.000| |201m² |R$ 0| |Eldorado
R$ 95.000|3 quartos | | | 4 vagas|Mariana
R$ 220|3 quartos | | | 3 vagas|Cohab
R$ 60.000|2 quartos | 300m² |R$ 0| |Caladinho
R$ 1.100.000|3 quartos | 212m² |R$ 450 | 2 vagas|Nova Esperança
R$ 150.000|2 quartos | 0m² |R$ 0 | 1 vaga|Agenor de Carvalho
R$ 7.000|2 quartos | 5m² |R$ 0 | 1 vaga|Jardim Santana
R$ 518.000|4 quartos | 218m² | | 2 vagas|Cuniã
R$ 4.000|2 quartos| | | |Novo Horizonte
R$ 48.000|1 quarto | 200m² |R$ 1 | 1 vaga|Maringá
R$ 350.000|5 ou mais quartos | | | 2 vagas|Embratel
R$ 100.000|2 quartos | 110m² | | 1 vaga|São Francisco
R$ 70.000|2 quartos | | | 1 vaga|Socialista
R$ 1.400.000|3 quartos | | | 3 vagas|Costa e Silva
R$ 45.000|2 quartos | | | 1 vaga|Aeroclube
R$ 200.000|2 quartos | 285m² | | 1 vaga|Tancredo Neves
R$ 800.000|3 quartos | 143m² |R$ 980 | 2 vagas|Nossa Senhora das Graças
R$ 250.000|2 quartos | 65m² |R$ 450 | 1 vaga|Costa e Silva
R$ 1.500.000|3 quartos | 0m² | | 4 vagas|Pedrinhas
R$ 400.000|4 quartos | 0m² | | 2 vagas|São Cristóvão
R$ 295.000|3 quartos | 500m² |R$ 0 | 5 ou mais vagas|São João Bosco
R$ 180.000|2 quartos | 52m² |R$ 460 | 1 vaga|Triângulo
R$ 120.000|2 quartos| | | |Aponiã
R$ 850.000|3 quartos | 130m² |R$ 980 | 2 vagas|Olaria
R$ 60.000|1 quarto| | | |Lagoinha
R$ 150.000|3 quartos | | | 2 vagas|Caladinho
R$ 85.000|2 quartos | | | 5 ou mais vagas|Cidade Nova
R$ 500.000|3 quartos | 0m² | | 2 vagas|Três Marias
R$ 23.000|1 quarto | | | 1 vaga|Lagoa
R$ 35.000|2 quartos | |R$ 0| |Eletronorte
R$ 450.000|3 quartos | 0m²| | |Tancredo Neves
R$ 160|2 quartos | 100m² |R$ 1 | 3 vagas|Aponiã
R$ 180.000|2 quartos | | | 1 vaga|Lagoinha
R$ 120.000|2 quartos | 46m² |R$ 333 | 1 vaga|Rio Madeira
R$ 355.000|3 quartos | 200m² | | 2 vagas|Panair
R$ 225.000|4 quartos | 390m² | | 3 vagas|Aponiã
R$ 560.000|3 quartos | 173m² |R$ 470 | 1 vaga|Triângulo
R$ 300.000|3 quartos | 197m² | | 2 vagas|Juscelino Kubitschek
R$ 70.000|5 ou mais quartos| | | |Areal
R$ 160.000|2 quartos | 120m² | | 2 vagas|Castanheira
R$ 900.000|5 ou mais quartos | 420m² |R$ 0 | 3 vagas|Embratel
R$ 250.000|3 quartos | 371m² |R$ 0| |Castanheira
R$ 500.000|4 quartos | 250m² |R$ 0| |Conceição
R$ 180.000|5 ou mais quartos | 300m² |R$ 0| |Caladinho
R$ 400.000|2 quartos | 60m² |R$ 0| |Aeroclube
R$ 1.100.000|3 quartos | 152m² | | 2 vagas|Nova Porto Velho
R$ 550.000|3 quartos | | | 2 vagas|Olaria
R$ 4.000|2 quartos | 0m² |R$ 0| |Jardim Santana
R$ 300.000|3 quartos | | | 1 vaga|Nova Floresta
R$ 199.900|5 ou mais quartos | 253m² | | 4 vagas|Conceição
R$ 65.000|1 quarto | 162m² | | 1 vaga|Nacional
R$ 239.000|2 quartos | 52m² | | 1 vaga|Cohab
R$ 0|2 quartos | 0m² |R$ 0| |Planalto
R$ 430.000|3 quartos | | | 2 vagas|Lagoa
R$ 475.000|3 quartos | 112m² | | 2 vagas|Aeroclube
R$ 77.000|2 quartos | 1050m² |R$ 1 | 1 vaga|Centro
R$ 30.000|2 quartos | 0m² |R$ 55 | 1 vaga|Esperança da Comunidade
R$ 600.000|3 quartos | | | 1 vaga|São Cristóvão
R$ 100.000|3 quartos| | | |Mariana
R$ 50.000|2 quartos| | | |Mariana
R$ 65.000|2 quartos | | | 1 vaga|Mariana
R$ 120.000|2 quartos | 99m² | | 2 vagas|Juscelino Kubitschek
R$ 245.000|2 quartos | 112m² | | 3 vagas|Lagoinha
R$ 50.000|2 quartos | 70m² | | 2 vagas|Conceição
R$ 820.000|3 quartos | 165m² |R$ 340 | 4 vagas|Aponiã
R$ 315.000|3 quartos | 110m² | | 2 vagas|Nova Porto Velho
R$ 161.000|2 quartos | 64m² | | 1 vaga|Esperança da Comunidade
R$ 50.000|1 quarto | 25m² | | 5 ou mais vagas|Área Rural de Porto Velho
R$ 80.000|2 quartos | 51m² |R$ 0 | 2 vagas|Aponiã
R$ 452.284|3 quartos | 80m² | | 2 vagas|Rio Madeira
R$ 28.000|2 quartos | |R$ 100 | 3 vagas|Socialista
R$ 550.000|3 quartos | 450m² | | 4 vagas|Aponiã
R$ 120.000|3 quartos | 80m² | | 2 vagas|Lagoinha
R$ 150.000|3 quartos | 400m² | | 1 vaga|Caladinho
R$ 250.000|4 quartos | 100m² | | 3 vagas|Igarapé
R$ 399.000|3 quartos | 105m² | | 4 vagas|Aponiã
R$ 415.000|4 quartos | 165m² | | 2 vagas|Costa e Silva
R$ 200.000|1 quarto | | | 1 vaga|Embratel
R$ 180.000|5 ou mais quartos | 40m² | | 5 ou mais vagas|Nova Esperança
R$ 350.000|3 quartos | 0m²| | |Nova Porto Velho
R$ 260.000|3 quartos | 250m² | | 3 vagas|Aponiã
R$ 0|2 quartos | 0m² |R$ 40 | 2 vagas|Marcos Freire
R$ 120| | | | |Nova Porto Velho
R$ 380.000|2 quartos | 0m² | | 1 vaga|Nova Porto Velho
R$ 300.000|3 quartos | 70m² | | 1 vaga|Agenor de Carvalho
R$ 860.000|3 quartos | 0m² |R$ 0 | 3 vagas|Novo Horizonte
R$ 120.000|3 quartos | 300m² |R$ 0 | 3 vagas|Pantanal
R$ 140.000|2 quartos | 50m² |R$ 395 | 1 vaga|Rio Madeira
R$ 7.000|2 quartos | |R$ 0| |Socialista
R$ 10.000|2 quartos | 0m² |R$ 0 | 2 vagas|Olaria
R$ 1.400.000|3 quartos | 400m² |R$ 1.200 | 2 vagas|Nova Porto Velho
R$ 105.000|2 quartos | 36m² | | 1 vaga|Cohab
R$ 170.000|2 quartos | 52m² |R$ 325 | 1 vaga|Rio Madeira
R$ 243.495|2 quartos | 0m²| | |Lagoa
R$ 320.000|3 quartos | 0m² | | 1 vaga|Cuniã
R$ 385.000|3 quartos | 0m² | | 3 vagas|São João Bosco
R$ 170.000|2 quartos | |R$ 178 | 1 vaga|Novo Horizonte
R$ 1.200.000|2 quartos | 57m² | | 1 vaga|Eldorado
R$ 878.000|3 quartos | 205m² |R$ 0| |Cidade Jardim
R$ 243.495|2 quartos | 66m² |R$ 0 | 2 vagas|Lagoa
R$ 300.000|2 quartos | 0m² | | 3 vagas|Igarapé
|3 quartos | 91m² |R$ 0 | 3 vagas|Triângulo
R$ 290.000|3 quartos | 154m² | | 3 vagas|Conceição
R$ 180.000|2 quartos | 105m² | | 2 vagas|Nova Esperança
R$ 535.000|3 quartos | 110m² | | 2 vagas|Olaria
R$ 40.000| |60m² |R$ 0| |Nacional
R$ 80.000|2 quartos | 1225m²| | |Área Rural de Porto Velho
R$ 180.000|1 quarto| | | |Socialista
R$ 275.000|2 quartos | 68m² | | 2 vagas|Aponiã
R$ 800|3 quartos| | | |Cuniã
R$ 95.000|2 quartos | | | 1 vaga|São Cristóvão
R$ 60.000|3 quartos | 12m²| | |Jardim Santana
R$ 380.000|4 quartos | 300m² | | 3 vagas|Igarapé
R$ 15.368|2 quartos | 100m² |R$ 0 | 1 vaga|Lagoinha
R$ 200.000|2 quartos | 34m² | | 1 vaga|Novo Horizonte
R$ 990.000|4 quartos | 211m² |R$ 800 | 2 vagas|Nova Esperança
R$ 285.000|3 quartos | 95m² |R$ 500 | 2 vagas|Castanheira
R$ 590.000|3 quartos | 110m² |R$ 880 | 2 vagas|Olaria
R$ 70.000|2 quartos | 60m² | | 1 vaga|Centro
R$ 670.000|2 quartos | 107m² |R$ 812 | 2 vagas|São João Bosco
R$ 360.000|3 quartos | 180m² | | 2 vagas|Tucumanzal
R$ 140.000|2 quartos | 42m² | | 2 vagas|Bairro Novo
R$ 25.000|1 quarto| | | |Planalto
R$ 50.000|2 quartos | |R$ 150 | 1 vaga|Socialista
R$ 45.000|2 quartos | 57m² |R$ 115 | 1 vaga|Socialista
R$ 210.000|2 quartos | | | 2 vagas|Eletronorte
R$ 260.000|2 quartos | 130m² | | 2 vagas|Novo Horizonte
R$ 180.000|2 quartos | 360m² | | 3 vagas|Igarapé
R$ 280.000|3 quartos | 73m² |R$ 400 | 1 vaga|Cuniã
R$ 200.000|3 quartos | | | 2 vagas|Areal
R$ 160.000|3 quartos | | | 2 vagas|São Francisco
R$ 410.000|3 quartos | 144m² |R$ 0 | 2 vagas|Costa e Silva
R$ 2.200.000|3 quartos | 380m² |R$ 780 | 2 vagas|Rio Madeira
R$ 60.000|2 quartos | |R$ 126 | 1 vaga|Socialista
R$ 230.000|3 quartos | | | 5 ou mais vagas|Agenor de Carvalho
R$ 200.000|2 quartos | |R$ 0 | 2 vagas|Tancredo Neves
R$ 38.000|1 quarto | | | 1 vaga|Nacional
R$ 200.000|3 quartos | 270m² | | 4 vagas|São Francisco
R$ 550.000|3 quartos | 0m² | | 2 vagas|Industrial
R$ 0|3 quartos | 0m² | | 2 vagas|Rio Madeira
R$ 550.000|3 quartos | 127m² | | 2 vagas|Rio Madeira
R$ 270.000|3 quartos | 0m²| | |Floresta
R$ 135.000|2 quartos | 0m² |R$ 150 | 1 vaga|Lagoinha
R$ 345.000|2 quartos | 115m²| | |Embratel
R$ 280.000|3 quartos | 0m² |R$ 600 | 1 vaga|Rio Madeira
R$ 100.000|2 quartos | 48m² |R$ 0 | 1 vaga|Lagoinha
R$ 180.000|2 quartos | 0m²| | |Caladinho
R$ 580.000|3 quartos | 0m² | | 4 vagas|Nova Floresta
R$ 35.000|1 quarto | 300m²| | |Esperança da Comunidade
R$ 50.000|3 quartos| | | |Área Rural de Porto Velho
R$ 250.000|2 quartos | 400m² | | 2 vagas|Nova Esperança
R$ 85.000|4 quartos| | | |Área Rural de Porto Velho
R$ 1.400.000|4 quartos | 228m² | | 2 vagas|Liberdade
R$ 580.000|3 quartos | 125m² |R$ 350 | 2 vagas|Pedrinhas
R$ 350.000|3 quartos | 523m²| | |Triângulo
R$ 240.000|2 quartos | 200m² | | 2 vagas|Tancredo Neves
R$ 210.000| |0m²| | |Marcos Freire
R$ 130.000|4 quartos | | | 4 vagas|Nova Esperança
R$ 320.000|3 quartos | 100m² |R$ 550 | 2 vagas|Embratel
R$ 300.000| |0m²| | |Três Marias
R$ 155.000|2 quartos | 70m² |R$ 250 | 2 vagas|Bairro Novo
R$ 500.000|3 quartos | | | 4 vagas|Areal
R$ 230.000|2 quartos | |R$ 450 | 1 vaga|Industrial
R$ 550.000|4 quartos | 150m² | | 2 vagas|Flodoaldo Pontes Pinto
R$ 110.000|2 quartos| | | |Jardim Santana
R$ 80.000|2 quartos | 10030m² | | 2 vagas|Aeroclube
R$ 900.000|4 quartos | 176m² |R$ 1.400 | 2 vagas|Olaria
R$ 250.000|2 quartos | 250m² | | 2 vagas|São Cristóvão
R$ 390.000|1 quarto | |R$ 0 | 3 vagas|Nova Porto Velho
R$ 17.000| |400m² |R$ 0| |Jardim Santana
R$ 890.000|3 quartos | 135m² |R$ 0 | 2 vagas|São João Bosco
R$ 35.000|1 quarto| | | |Três Marias
R$ 120.000|2 quartos | 0m² | | 2 vagas|Planalto
R$ 260.000|2 quartos | 72m² |R$ 280 | 1 vaga|Agenor de Carvalho
R$ 200.000|2 quartos | 300m² | | 5 ou mais vagas|Lagoa
R$ 600.000|3 quartos | 200m² |R$ 450 | 2 vagas|Eletronorte
R$ 340.000|3 quartos | 82m² |R$ 550 | 1 vaga|Rio Madeira
R$ 780.000|3 quartos | | | 2 vagas|Flodoaldo Pontes Pinto
